>Q0010 Q0010 SGDID:S000007257, Chromosome Mito:3952..4338
>FSH2 YMR222C SGDID:S000004835, Chromosome XIII:715638..716309
>UBP8 YMR223W SGDID:S000004836, Chromosome XIII:716715..718130
>MRE11 YMR224C SGDID:S000004837, Chromosome XIII:718575..720653
>MRPL44 YMR225C SGDID:S000004838, Chromosome XIII:720960..721403
>YMR226C YMR226C SGDID:S000004839, Chromosome XIII:721593..722396
>TAF7 YMR227C SGDID:S000004840, Chromosome XIII:722613..724385
>MTF1 YMR228W SGDID:S000004841, Chromosome XIII:724626..725651
>YMR230W-A YMR230W-A SGDID:S000028576, Chromosome XIII:733268..733456
>PEP5 YMR231W SGDID:S000004844, Chromosome XIII:733545..736634
>RNH1 YMR234W SGDID:S000004847, Chromosome XIII:740266..741312
>RNA1 YMR235C SGDID:S000004848, Chromosome XIII:741512..742735
>TAF9 YMR236W SGDID:S000004849, Chromosome XIII:742971..743444
>BCH1 YMR237W SGDID:S000004850, Chromosome XIII:743749..745923
>DFG5 YMR238W SGDID:S000004851, Chromosome XIII:746353..747729
>RNT1 YMR239C SGDID:S000004852, Chromosome XIII:748262..749677
>CUS1 YMR240C SGDID:S000004853, Chromosome XIII:749930..751240
>YMR242W-A YMR242W-A SGDID:S000028694, Chromosome XIII:754297..754386
>ZRC1 YMR243C SGDID:S000004856, Chromosome XIII:754838..756166
>COA6 YMR244C-A SGDID:S000004857, Chromosome XIII:758517..758831
>YMR244W YMR244W SGDID:S000004858, Chromosome XIII:757250..758317
>YMR245W YMR245W SGDID:S000004859, Chromosome XIII:758563..759183
>YMR247W-A YMR247W-A SGDID:S000028849, Chromosome XIII:769283..769426
>GTO3 YMR251W SGDID:S000004863, Chromosome XIII:772915..774015
>MLO1 YMR252C SGDID:S000004865, Chromosome XIII:775315..775719
>YMR253C YMR253C SGDID:S000004866, Chromosome XIII:775946..777190
>YMR254C YMR254C SGDID:S000004867, Chromosome XIII:777615..777923
>COX7 YMR256C SGDID:S000004869, Chromosome XIII:778945..779127
>PET111 YMR257C SGDID:S000004870, Chromosome XIII:779629..782031
>ROY1 YMR258C SGDID:S000004871, Chromosome XIII:782620..784281
>TRM732 YMR259C SGDID:S000004872, Chromosome XIII:784621..788883
>TIF11 YMR260C SGDID:S000004873, Chromosome XIII:789378..789839
>YMR262W YMR262W SGDID:S000004875, Chromosome XIII:793726..794667
>SAP30 YMR263W SGDID:S000004876, Chromosome XIII:794919..795524
>CUE1 YMR264W SGDID:S000004877, Chromosome XIII:795805..796416
>YMR265C YMR265C SGDID:S000004878, Chromosome XIII:796540..797925
>RSN1 YMR266W SGDID:S000004879, Chromosome XIII:798518..801379
>PPA2 YMR267W SGDID:S000004880, Chromosome XIII:801772..802704
>PRP24 YMR268C SGDID:S000004881, Chromosome XIII:802888..804222
>TMA23 YMR269W SGDID:S000004882, Chromosome XIII:804456..805091
>URA10 YMR271C SGDID:S000004884, Chromosome XIII:806865..807548
>SCS7 YMR272C SGDID:S000004885, Chromosome XIII:809623..810777
>YMR272W-A YMR272W-A SGDID:S000028695, Chromosome XIII:810466..810579
>YMR272W-B YMR272W-B SGDID:S000028696, Chromosome XIII:811089..811196
>ZDS1 YMR273C SGDID:S000004886, Chromosome XIII:811233..813980
>BUL1 YMR275C SGDID:S000004888, Chromosome XIII:815651..818581
>DSK2 YMR276W SGDID:S000004889, Chromosome XIII:818827..819948
>FCP1 YMR277W SGDID:S000004890, Chromosome XIII:820256..822454
>PRM15 YMR278W SGDID:S000004891, Chromosome XIII:822763..824631
>ATR2 YMR279C SGDID:S000004892, Chromosome XIII:824729..826351
>GPI12 YMR281W SGDID:S000004894, Chromosome XIII:832339..833253
>AEP2 YMR282C SGDID:S000004895, Chromosome XIII:833356..835098
>RIT1 YMR283C SGDID:S000004896, Chromosome XIII:835326..836867
>YKU70 YMR284W SGDID:S000004897, Chromosome XIII:838187..839995
>NGL2 YMR285C SGDID:S000004898, Chromosome XIII:840144..841691
>MRPL33 YMR286W SGDID:S000004899, Chromosome XIII:841942..842202
>DSS1 YMR287C SGDID:S000004900, Chromosome XIII:842436..845345
>HSH155 YMR288W SGDID:S000004901, Chromosome XIII:845571..848486
>YMR290W-A YMR290W-A SGDID:S000004904, Chromosome XIII:851422..851769
>TDA1 YMR291W SGDID:S000004905, Chromosome XIII:852630..854390
>GOT1 YMR292W SGDID:S000004906, Chromosome XIII:854795..855293
>HER2 YMR293C SGDID:S000004907, Chromosome XIII:855399..856793
>YMR294W-A YMR294W-A SGDID:S000004909, Chromosome XIII:858209..858568
>YMR295C YMR295C SGDID:S000004910, Chromosome XIII:858297..858890
>LCB1 YMR296C SGDID:S000004911, Chromosome XIII:859215..860891
>LIP1 YMR298W SGDID:S000004913, Chromosome XIII:863819..864271
>DYN3 YMR299C SGDID:S000004914, Chromosome XIII:864412..865350
>ADE4 YMR300C SGDID:S000004915, Chromosome XIII:865559..867091
>YME2 YMR302C SGDID:S000004917, Chromosome XIII:870073..872625
>YMR304C-A YMR304C-A SGDID:S000004919, Chromosome XIII:878780..879130
>UBP15 YMR304W SGDID:S000004920, Chromosome XIII:874987..878679
>YMR306C-A YMR306C-A SGDID:S000004922, Chromosome XIII:886183..886572
>FKS3 YMR306W SGDID:S000004923, Chromosome XIII:881159..886516
>YMR307C-A YMR307C-A SGDID:S000028578, Chromosome XIII:887731..887925
>GAS1 YMR307W SGDID:S000004924, Chromosome XIII:887003..888682
>PSE1 YMR308C SGDID:S000004925, Chromosome XIII:888952..892221
>NIP1 YMR309C SGDID:S000004926, Chromosome XIII:892988..895426
>UPA2 YMR310C SGDID:S000004927, Chromosome XIII:895716..896669
>GLC8 YMR311C SGDID:S000004928, Chromosome XIII:896914..897603
>ELP6 YMR312W SGDID:S000004929, Chromosome XIII:898405..899226
>TGL3 YMR313C SGDID:S000004930, Chromosome XIII:899379..901307
>PRE5 YMR314W SGDID:S000004931, Chromosome XIII:901709..902413
>YMR315W-A YMR315W-A SGDID:S000028697, Chromosome XIII:904286..904393
>YMR316C-A YMR316C-A SGDID:S000004933, Chromosome XIII:905662..905973
>YMR316C-B YMR316C-B SGDID:S000004934, Chromosome XIII:907321..907629
>DIA1 YMR316W SGDID:S000004935, Chromosome XIII:904825..905835
>YMR317W YMR317W SGDID:S000004936, Chromosome XIII:907364..910786
>ADH6 YMR318C SGDID:S000004937, Chromosome XIII:911061..912143
>YMR320W YMR320W SGDID:S000004939, Chromosome XIII:916746..917051
>YMR324C YMR324C SGDID:S000004943, Chromosome XIII:922202..922444
>YMR326C YMR326C SGDID:S000004945, Chromosome XIII:923494..923802
>RLP7 YNL002C SGDID:S000004947, Chromosome XIV:626174..627142
>PET8 YNL003C SGDID:S000004948, Chromosome XIV:624975..625829
>MRP7 YNL005C SGDID:S000004950, Chromosome XIV:621313..622428
>LST8 YNL006W SGDID:S000004951, Chromosome XIV:620067..620978
>SIS1 YNL007C SGDID:S000004952, Chromosome XIV:618507..619565
>ASI3 YNL008C SGDID:S000004953, Chromosome XIV:616211..618241
>PYP1 YNL010W SGDID:S000004955, Chromosome XIV:613635..614360
>YNL011C YNL011C SGDID:S000004956, Chromosome XIV:611836..613170
>SPO1 YNL012W SGDID:S000004957, Chromosome XIV:609686..611665
>YNL013C YNL013C SGDID:S000004958, Chromosome XIV:609133..609510
>PBI2 YNL015W SGDID:S000004960, Chromosome XIV:605384..605611
>YNL017C YNL017C SGDID:S000004962, Chromosome XIV:602138..602476
>ARK1 YNL020C SGDID:S000004965, Chromosome XIV:595623..597539
>FAP1 YNL023C SGDID:S000004968, Chromosome XIV:588263..591160
>KSH1 YNL024C-A SGDID:S000028698, Chromosome XIV:586602..586820
>EFM6 YNL024C SGDID:S000004969, Chromosome XIV:587107..587847
>SSN8 YNL025C SGDID:S000004970, Chromosome XIV:584320..585291
>YNL028W YNL028W SGDID:S000004973, Chromosome XIV:578679..578996
>KTR5 YNL029C SGDID:S000004974, Chromosome XIV:577205..578773
>HHT2 YNL031C SGDID:S000004976, Chromosome XIV:575640..576050
>SIW14 YNL032W SGDID:S000004977, Chromosome XIV:574506..575351
>YNL035C YNL035C SGDID:S000004980, Chromosome XIV:568522..569691
>IDH1 YNL037C SGDID:S000004982, Chromosome XIV:557920..559002
>GPI15 YNL038W SGDID:S000004983, Chromosome XIV:557020..557783
>BDP1 YNL039W SGDID:S000004984, Chromosome XIV:555048..556832
>YNL040W YNL040W SGDID:S000004985, Chromosome XIV:553380..554750
>COG6 YNL041C SGDID:S000004986, Chromosome XIV:549468..551987
>YNL042W-B YNL042W-B SGDID:S000028850, Chromosome XIV:547113..547370
>BOP3 YNL042W SGDID:S000004987, Chromosome XIV:548100..549290
>YNL043C YNL043C SGDID:S000004988, Chromosome XIV:545589..545909
>YIP3 YNL044W SGDID:S000004989, Chromosome XIV:545268..545877
>LAP2 YNL045W SGDID:S000004990, Chromosome XIV:542963..544978
>YNL046W YNL046W SGDID:S000004991, Chromosome XIV:542304..542822
>SLM2 YNL047C SGDID:S000004992, Chromosome XIV:539911..541881
>ALG11 YNL048W SGDID:S000004993, Chromosome XIV:538173..539819
>SFB2 YNL049C SGDID:S000004994, Chromosome XIV:535281..537911
>YNL050C YNL050C SGDID:S000004995, Chromosome XIV:534079..534982
>COG5 YNL051W SGDID:S000004996, Chromosome XIV:532659..533870
>COX5A YNL052W SGDID:S000004997, Chromosome XIV:531725..532186
>MSG5 YNL053W SGDID:S000004998, Chromosome XIV:529942..531411
>VAC7 YNL054W SGDID:S000004999, Chromosome XIV:526086..529583
>POR1 YNL055C SGDID:S000005000, Chromosome XIV:517994..518845
>OCA2 YNL056W SGDID:S000005001, Chromosome XIV:517249..517842
>YNL057W YNL057W SGDID:S000005002, Chromosome XIV:516403..516735
>YNL058C YNL058C SGDID:S000005003, Chromosome XIV:515763..516713
>ARP5 YNL059C SGDID:S000005004, Chromosome XIV:512668..514935
>GCD10 YNL062C SGDID:S000005006, Chromosome XIV:508776..510212
>MTQ1 YNL063W SGDID:S000005007, Chromosome XIV:507758..508702
>AQR1 YNL065W SGDID:S000005009, Chromosome XIV:503724..505484
>YNL067W-A YNL067W-A SGDID:S000007623, Chromosome XIV:498538..498684
>YNL067W-B YNL067W-B SGDID:S000028810, Chromosome XIV:499417..499557
>TOM7 YNL070W SGDID:S000005014, Chromosome XIV:493366..493548
>LAT1 YNL071W SGDID:S000005015, Chromosome XIV:491523..492971
>MSK1 YNL073W SGDID:S000005017, Chromosome XIV:488386..490116
>MLF3 YNL074C SGDID:S000005018, Chromosome XIV:486766..488124
>NIS1 YNL078W SGDID:S000005022, Chromosome XIV:479768..480991
>EOS1 YNL080C SGDID:S000005024, Chromosome XIV:476932..478032
>SWS2 YNL081C SGDID:S000005025, Chromosome XIV:476188..476619
>END3 YNL084C SGDID:S000005028, Chromosome XIV:470053..471102
>MKT1 YNL085W SGDID:S000005029, Chromosome XIV:467131..469623
>SNN1 YNL086W SGDID:S000005030, Chromosome XIV:466334..466642
>TCB2 YNL087W SGDID:S000005031, Chromosome XIV:462411..465947
>TOP2 YNL088W SGDID:S000005032, Chromosome XIV:457704..461990
>YNL089C YNL089C SGDID:S000005033, Chromosome XIV:456693..457169
>RHO2 YNL090W SGDID:S000005034, Chromosome XIV:456565..457143
>NST1 YNL091W SGDID:S000005035, Chromosome XIV:452408..456130
>YNL092W YNL092W SGDID:S000005036, Chromosome XIV:450871..452073
>YPT53 YNL093W SGDID:S000005037, Chromosome XIV:449868..450530
>APP1 YNL094W SGDID:S000005038, Chromosome XIV:447611..449374
>YNL095C YNL095C SGDID:S000005039, Chromosome XIV:444912..446840
>PLS1 YNL097C-B SGDID:S000028699, Chromosome XIV:440797..440919
>PHO23 YNL097C SGDID:S000005041, Chromosome XIV:441366..442358
>YNL097W-A YNL097W-A SGDID:S000028700, Chromosome XIV:441431..441586
>RAS2 YNL098C SGDID:S000005042, Chromosome XIV:439602..440570
>OCA1 YNL099C SGDID:S000005043, Chromosome XIV:438567..439283
>MIC27 YNL100W SGDID:S000005044, Chromosome XIV:437613..438317
>AVT4 YNL101W SGDID:S000005045, Chromosome XIV:434999..437140
>POL1 YNL102W SGDID:S000005046, Chromosome XIV:430087..434493
>YNL103W-A YNL103W-A SGDID:S000028701, Chromosome XIV:426719..426808
>RRT16 YNL105W SGDID:S000005049, Chromosome XIV:424155..424583
>INP52 YNL106C SGDID:S000005050, Chromosome XIV:420944..424495
>YAF9 YNL107W SGDID:S000005051, Chromosome XIV:420098..420778
>YNL109W YNL109W SGDID:S000005053, Chromosome XIV:418964..419509
>CYB5 YNL111C SGDID:S000005055, Chromosome XIV:416940..417302
>DBP2 YNL112W SGDID:S000005056, Chromosome XIV:413639..416281
>RPC19 YNL113W SGDID:S000005057, Chromosome XIV:412771..413199
>YNL114C YNL114C SGDID:S000005058, Chromosome XIV:412684..413055
>YNL120C YNL120C SGDID:S000005064, Chromosome XIV:401033..401518
>MRP35 YNL122C SGDID:S000005066, Chromosome XIV:398023..398370
>NMA111 YNL123W SGDID:S000005067, Chromosome XIV:394685..397678
>FAR11 YNL127W SGDID:S000005071, Chromosome XIV:383987..386848
>TEP1 YNL128W SGDID:S000005072, Chromosome XIV:382359..383663
>DGR1 YNL130C-A SGDID:S000028579, Chromosome XIV:381245..381391
>TOM22 YNL131W SGDID:S000005075, Chromosome XIV:378767..379225
>KRE33 YNL132W SGDID:S000005076, Chromosome XIV:375321..378491
>FPR1 YNL135C SGDID:S000005079, Chromosome XIV:371882..372226
>EAF7 YNL136W SGDID:S000005080, Chromosome XIV:370368..371645
>YSF3 YNL138W-A SGDID:S000028509, Chromosome XIV:366033..366412
>SRV2 YNL138W SGDID:S000005082, Chromosome XIV:366741..368321
>THO2 YNL139C SGDID:S000005083, Chromosome XIV:360924..365717
>YNL140C YNL140C SGDID:S000005084, Chromosome XIV:360917..361486
>AAH1 YNL141W SGDID:S000005085, Chromosome XIV:359596..360639
>YNL143C YNL143C SGDID:S000005087, Chromosome XIV:356794..357186
>YNL144C YNL144C SGDID:S000005088, Chromosome XIV:352820..355042
>YNL144W-A YNL144W-A SGDID:S000028702, Chromosome XIV:353061..353144
>MFA2 YNL145W SGDID:S000005089, Chromosome XIV:352414..352530
>YNL146C-A YNL146C-A SGDID:S000028851, Chromosome XIV:351386..351580
>YNL146W YNL146W SGDID:S000005090, Chromosome XIV:351715..352017
>LSM7 YNL147W SGDID:S000005091, Chromosome XIV:350940..351383
>ALF1 YNL148C SGDID:S000005092, Chromosome XIV:349907..350671
>PGA2 YNL149C SGDID:S000005093, Chromosome XIV:349367..349756
>YNL150W YNL150W SGDID:S000005094, Chromosome XIV:349251..349658
>INN1 YNL152W SGDID:S000005096, Chromosome XIV:346313..347542
>GIM3 YNL153C SGDID:S000005097, Chromosome XIV:345669..346058
>NSG2 YNL156C SGDID:S000005100, Chromosome XIV:341069..341968
>PGA1 YNL158W SGDID:S000005102, Chromosome XIV:339612..340208
>ASI2 YNL159C SGDID:S000005103, Chromosome XIV:338478..339347
>CBK1 YNL161W SGDID:S000005105, Chromosome XIV:332597..334867
>YNL162W-A YNL162W-A SGDID:S000007624, Chromosome XIV:330329..330547
>RIA1 YNL163C SGDID:S000005107, Chromosome XIV:326741..330073
>IBD2 YNL164C SGDID:S000005108, Chromosome XIV:325265..326320
>YNL165W YNL165W SGDID:S000005109, Chromosome XIV:323832..325052
>BNI5 YNL166C SGDID:S000005110, Chromosome XIV:322219..323565
>SKO1 YNL167C SGDID:S000005111, Chromosome XIV:319416..321359
>PSD1 YNL169C SGDID:S000005113, Chromosome XIV:316169..317671
>YNL170W YNL170W SGDID:S000005114, Chromosome XIV:315978..316373
>YNL171C YNL171C SGDID:S000005115, Chromosome XIV:315629..315997
>APC1 YNL172W SGDID:S000005116, Chromosome XIV:310636..315882
>MDG1 YNL173C SGDID:S000005117, Chromosome XIV:308957..310057
>YNL174W YNL174W SGDID:S000005118, Chromosome XIV:308074..308646
>NOP13 YNL175C SGDID:S000005119, Chromosome XIV:307401..308612
>MRPL22 YNL177C SGDID:S000005121, Chromosome XIV:303686..304615
>RPS3 YNL178W SGDID:S000005122, Chromosome XIV:302680..303402
>YNL179C YNL179C SGDID:S000005123, Chromosome XIV:300666..301103
>RHO5 YNL180C SGDID:S000005124, Chromosome XIV:299654..300649
>PBR1 YNL181W SGDID:S000005125, Chromosome XIV:298335..299558
>NPR1 YNL183C SGDID:S000005127, Chromosome XIV:293137..295509
>YNL184C YNL184C SGDID:S000005128, Chromosome XIV:292557..292883
>MRPL19 YNL185C SGDID:S000005129, Chromosome XIV:292193..292669
>SRP1 YNL189W SGDID:S000005133, Chromosome XIV:284260..285888
>YNL190W YNL190W SGDID:S000005134, Chromosome XIV:282395..283009
>YNL194C YNL194C SGDID:S000005138, Chromosome XIV:272710..273615
>YNL198C YNL198C SGDID:S000005142, Chromosome XIV:266514..266816
>GCR2 YNL199C SGDID:S000005143, Chromosome XIV:264926..266530
>NNR1 YNL200C SGDID:S000005144, Chromosome XIV:263713..264453
>PSY2 YNL201C SGDID:S000005145, Chromosome XIV:260627..263203
>YNL203C YNL203C SGDID:S000005147, Chromosome XIV:259439..260050
>YNL205C YNL205C SGDID:S000005149, Chromosome XIV:258155..258577
>RIO2 YNL207W SGDID:S000005151, Chromosome XIV:255353..256630
>MER1 YNL210W SGDID:S000005154, Chromosome XIV:250931..251743
>MRX7 YNL211C SGDID:S000005155, Chromosome XIV:250055..250315
>VID27 YNL212W SGDID:S000005156, Chromosome XIV:247461..249809
>RRG9 YNL213C SGDID:S000005157, Chromosome XIV:246460..247104
>PEX17 YNL214W SGDID:S000005158, Chromosome XIV:245617..246216
>IES2 YNL215W SGDID:S000005159, Chromosome XIV:244468..245430
>RAP1 YNL216W SGDID:S000005160, Chromosome XIV:241689..244172
>PPN2 YNL217W SGDID:S000005161, Chromosome XIV:240331..241311
>MGS1 YNL218W SGDID:S000005162, Chromosome XIV:238238..240001
>ALG9 YNL219C SGDID:S000005163, Chromosome XIV:235996..237663
>SSU72 YNL222W SGDID:S000005166, Chromosome XIV:229094..229714
>ATG4 YNL223W SGDID:S000005167, Chromosome XIV:227370..228854
>YNL226W YNL226W SGDID:S000005170, Chromosome XIV:222239..222649
>JJJ1 YNL227C SGDID:S000005171, Chromosome XIV:220659..222431
>YNL228W YNL228W SGDID:S000005172, Chromosome XIV:220645..221421
>URE2 YNL229C SGDID:S000005173, Chromosome XIV:219137..220201
>ELA1 YNL230C SGDID:S000005174, Chromosome XIV:217523..218662
>PDR16 YNL231C SGDID:S000005175, Chromosome XIV:215987..217042
>YNL235C YNL235C SGDID:S000005179, Chromosome XIV:209548..209979
>LAP3 YNL239W SGDID:S000005183, Chromosome XIV:200569..201933
>NAR1 YNL240C SGDID:S000005184, Chromosome XIV:198502..199977
>ZWF1 YNL241C SGDID:S000005185, Chromosome XIV:196426..197943
>SUI1 YNL244C SGDID:S000005188, Chromosome XIV:187170..187496
>CWC25 YNL245C SGDID:S000005189, Chromosome XIV:186346..186885
>VPS75 YNL246W SGDID:S000005190, Chromosome XIV:185460..186349
>CRS1 YNL247W SGDID:S000005191, Chromosome XIV:182875..185178
>RAD50 YNL250W SGDID:S000005194, Chromosome XIV:175410..179348
>NRD1 YNL251C SGDID:S000005195, Chromosome XIV:172588..174315
>MRPL17 YNL252C SGDID:S000005196, Chromosome XIV:171441..172286
>TEX1 YNL253W SGDID:S000005197, Chromosome XIV:170018..171286
>RTC4 YNL254C SGDID:S000005198, Chromosome XIV:168043..169248
>GIS2 YNL255C SGDID:S000005199, Chromosome XIV:167329..167790
>DSL1 YNL258C SGDID:S000005202, Chromosome XIV:158109..160373
>ATX1 YNL259C SGDID:S000005203, Chromosome XIV:157644..157865
>LTO1 YNL260C SGDID:S000005204, Chromosome XIV:156859..157347
>ORC5 YNL261W SGDID:S000005205, Chromosome XIV:155100..156539
>POL2 YNL262W SGDID:S000005206, Chromosome XIV:148212..154880
>YIF1 YNL263C SGDID:S000005207, Chromosome XIV:146896..147840
>PDR17 YNL264C SGDID:S000005208, Chromosome XIV:145563..146615
>IST1 YNL265C SGDID:S000005209, Chromosome XIV:144280..145281
>YNL266W YNL266W SGDID:S000005210, Chromosome XIV:144245..144664
>BSC4 YNL269W SGDID:S000005213, Chromosome XIV:137699..138094
>TOF1 YNL273W SGDID:S000005217, Chromosome XIV:122883..126599
>YNL276C YNL276C SGDID:S000005220, Chromosome XIV:118431..118826
>YNL277W-A YNL277W-A SGDID:S000028852, Chromosome XIV:116679..116867
>MET2 YNL277W SGDID:S000005221, Chromosome XIV:117349..118809
>CAF120 YNL278W SGDID:S000005222, Chromosome XIV:113271..116453
>ERG24 YNL280C SGDID:S000005224, Chromosome XIV:109095..110411
>HCH1 YNL281W SGDID:S000005225, Chromosome XIV:108467..108928
>POP3 YNL282W SGDID:S000005226, Chromosome XIV:107687..108274
>WSC2 YNL283C SGDID:S000005227, Chromosome XIV:105184..106695
>MRPL10 YNL284C SGDID:S000005228, Chromosome XIV:103134..104102
>SEC21 YNL287W SGDID:S000005231, Chromosome XIV:91994..94801
>CAF40 YNL288W SGDID:S000005232, Chromosome XIV:90303..91424
>PCL1 YNL289W SGDID:S000005233, Chromosome XIV:87897..88736
>RFC3 YNL290W SGDID:S000005234, Chromosome XIV:86218..87240
>MID1 YNL291C SGDID:S000005235, Chromosome XIV:84169..85815
>MSB3 YNL293W SGDID:S000005237, Chromosome XIV:80640..82541
>YNL296W YNL296W SGDID:S000005240, Chromosome XIV:76273..76587
>MON2 YNL297C SGDID:S000005241, Chromosome XIV:71673..76583
>CLA4 YNL298W SGDID:S000005242, Chromosome XIV:68915..71443
>TRF5 YNL299W SGDID:S000005243, Chromosome XIV:66517..68445
>YNL303W YNL303W SGDID:S000005247, Chromosome XIV:61510..61857
>YPT11 YNL304W SGDID:S000005248, Chromosome XIV:60297..61550
>BXI1 YNL305C SGDID:S000005249, Chromosome XIV:58898..59791
>MRPS18 YNL306W SGDID:S000005250, Chromosome XIV:58155..58808
>MCK1 YNL307C SGDID:S000005251, Chromosome XIV:56446..57573
>STB1 YNL309W SGDID:S000005253, Chromosome XIV:52662..53924
>ZIM17 YNL310C SGDID:S000005254, Chromosome XIV:51907..52431
>SKP2 YNL311C SGDID:S000005255, Chromosome XIV:49397..51688
>RFA2 YNL312W SGDID:S000005256, Chromosome XIV:48287..49216
>EMW1 YNL313C SGDID:S000005257, Chromosome XIV:45308..48022
>DAL82 YNL314W SGDID:S000005258, Chromosome XIV:44447..45214
>PHA2 YNL316C SGDID:S000005260, Chromosome XIV:42071..43075
>PFS2 YNL317W SGDID:S000005261, Chromosome XIV:40619..42016
>HXT14 YNL318C SGDID:S000005262, Chromosome XIV:38707..40329
>YNL319W YNL319W SGDID:S000005263, Chromosome XIV:38642..39082
>KRE1 YNL322C SGDID:S000005266, Chromosome XIV:33294..34235
>LEM3 YNL323W SGDID:S000005267, Chromosome XIV:31944..33188
>YNL324W YNL324W SGDID:S000005268, Chromosome XIV:31050..31445
>FIG4 YNL325C SGDID:S000005269, Chromosome XIV:28739..31378
>PFA3 YNL326C SGDID:S000005270, Chromosome XIV:27337..28347
>EGT2 YNL327W SGDID:S000005271, Chromosome XIV:24048..27173
>MDJ2 YNL328C SGDID:S000005272, Chromosome XIV:22834..23274
>PEX6 YNL329C SGDID:S000005273, Chromosome XIV:19541..22633
>RPD3 YNL330C SGDID:S000005274, Chromosome XIV:18001..19302
>CIT1 YNR001C SGDID:S000005284, Chromosome XIV:629622..631061
>YNR001W-A YNR001W-A SGDID:S000007625, Chromosome XIV:631263..631481
>RPC34 YNR003C SGDID:S000005286, Chromosome XIV:634344..635297
>YNR003W-A YNR003W-A SGDID:S000028705, Chromosome XIV:634420..634518
>YNR005C YNR005C SGDID:S000005288, Chromosome XIV:636931..637335
>VPS27 YNR006W SGDID:S000005289, Chromosome XIV:636986..638854
>ATG3 YNR007C SGDID:S000005290, Chromosome XIV:639182..640114
>LRO1 YNR008W SGDID:S000005291, Chromosome XIV:640396..642381
>NRM1 YNR009W SGDID:S000005292, Chromosome XIV:642690..643439
>CSE2 YNR010W SGDID:S000005293, Chromosome XIV:643744..644193
>PRP2 YNR011C SGDID:S000005294, Chromosome XIV:644320..646950
>URK1 YNR012W SGDID:S000005295, Chromosome XIV:647432..648937
>PHO91 YNR013C SGDID:S000005296, Chromosome XIV:649028..651712
>YNR014W YNR014W SGDID:S000005297, Chromosome XIV:652465..653103
>SMM1 YNR015W SGDID:S000005298, Chromosome XIV:653387..654541
>TIM23 YNR017W SGDID:S000005300, Chromosome XIV:662913..663581
>ATP23 YNR020C SGDID:S000005303, Chromosome XIV:667410..668222
>YNR021W YNR021W SGDID:S000005304, Chromosome XIV:668377..669591
>MRPL50 YNR022C SGDID:S000005305, Chromosome XIV:669774..670193
>SNF12 YNR023W SGDID:S000005306, Chromosome XIV:670418..672118
>YNR025C YNR025C SGDID:S000005308, Chromosome XIV:672702..673061
>BUD17 YNR027W SGDID:S000005310, Chromosome XIV:674923..675876
>ZNG1 YNR029C SGDID:S000005312, Chromosome XIV:677199..678488
>SSK2 YNR031C SGDID:S000005314, Chromosome XIV:680694..685433
>HUB1 YNR032C-A SGDID:S000007251, Chromosome XIV:687243..687464
>ABZ1 YNR033W SGDID:S000005316, Chromosome XIV:687635..689998
>SOL1 YNR034W SGDID:S000005317, Chromosome XIV:690321..691286
>MRPS12 YNR036C SGDID:S000005319, Chromosome XIV:694361..694822
>RSM19 YNR037C SGDID:S000005320, Chromosome XIV:695052..695327
>DBP6 YNR038W SGDID:S000005321, Chromosome XIV:695595..697484
>ZRG17 YNR039C SGDID:S000005322, Chromosome XIV:697614..699431
>MRX15 YNR040W SGDID:S000005323, Chromosome XIV:699690..700460
>COQ2 YNR041C SGDID:S000005324, Chromosome XIV:700541..701659
>YNR042W YNR042W SGDID:S000005325, Chromosome XIV:701238..701666
>MVD1 YNR043W SGDID:S000005326, Chromosome XIV:701895..703085
>AGA1 YNR044W SGDID:S000005327, Chromosome XIV:703699..705876
>FPK1 YNR047W SGDID:S000005330, Chromosome XIV:708523..711204
>YNR048W YNR048W SGDID:S000005331, Chromosome XIV:711630..712811
>LYS9 YNR050C SGDID:S000005333, Chromosome XIV:714048..715388
>ESF2 YNR054C SGDID:S000005337, Chromosome XIV:723356..724306
>HOL1 YNR055C SGDID:S000005338, Chromosome XIV:728426..730186
>BIO3 YNR058W SGDID:S000005341, Chromosome XIV:734291..735733
>MNT4 YNR059W SGDID:S000005342, Chromosome XIV:736803..738545
>AIF1 YNR074C SGDID:S000005357, Chromosome XIV:777602..778738
>YNR075C-A YNR075C-A SGDID:S000028706, Chromosome XIV:781511..781603
>COS10 YNR075W SGDID:S000005358, Chromosome XIV:779916..781040
>PHO80 YOL001W SGDID:S000005361, Chromosome XV:325249..326130
>IZH2 YOL002C SGDID:S000005362, Chromosome XV:323411..324364
>PFA4 YOL003C SGDID:S000005363, Chromosome XV:321858..322994
>SIN3 YOL004W SGDID:S000005364, Chromosome XV:316938..321548
>RPB11 YOL005C SGDID:S000005365, Chromosome XV:315813..316175
>TOP1 YOL006C SGDID:S000005366, Chromosome XV:313078..315387
>CSI2 YOL007C SGDID:S000005367, Chromosome XV:311342..312367
>COQ10 YOL008W SGDID:S000005368, Chromosome XV:310312..310935
>MDM12 YOL009C SGDID:S000005369, Chromosome XV:309324..310139
>PLB3 YOL011W SGDID:S000005371, Chromosome XV:305349..307409
>HRD1 YOL013C SGDID:S000005373, Chromosome XV:301380..303035
>YOL013W-A YOL013W-A SGDID:S000028811, Chromosome XV:301047..301238
>YOL013W-B YOL013W-B SGDID:S000007252, Chromosome XV:300690..300980
>IRC10 YOL015W SGDID:S000005375, Chromosome XV:297078..298838
